alert_id,district_id,district_name,created_at,alert_type,priority_level,status,trigger_summary,confidence_score
ALT-2026-00294,7,Erode,2025-06-26 01:05:26,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Erode jurisdiction.,67
ALT-2026-00295,16,Kancheepuram,2026-08-10 15:30:51,CORRIDOR_SURGE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kancheepuram jurisdiction.,74
ALT-2026-00296,20,Viluppuram,2025-10-21 05:37:15,EMERGING_ZONE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Viluppuram jurisdiction.,67
ALT-2026-00297,6,Tirunelveli,2024-11-27 05:10:37,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,84
ALT-2026-00298,34,Nagapattinam,2026-02-17 19:45:51,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,83
ALT-2026-00299,12,Thanjavur,2025-02-23 01:08:48,CORRIDOR_SURGE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thanjavur jurisdiction.,87
ALT-2026-00300,35,Mayiladuthurai,2025-07-10 22:32:22,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,71
ALT-2026-00301,33,Thiruvarur,2025-04-24 16:09:10,DATA_ANOMALY,HIGH,RESOLVED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,66
ALT-2026-00302,37,Tirupathur,2024-12-14 17:29:50,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Tirupathur jurisdiction.,85
ALT-2026-00303,1,Chennai,2025-03-28 04:01:11,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Chennai jurisdiction.,94
ALT-2026-00304,24,Nilgiris,2025-01-09 12:07:39,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,83
ALT-2026-00305,8,Tiruppur,2026-05-19 21:36:23,HIGH_RISK_LOW_CONFIDENCE,HIGH,RESOLVED,Statistically significant pattern change observed in Tiruppur jurisdiction.,87
ALT-2026-00306,21,Kallakurichi,2025-08-24 20:42:41,NEW_SIGNAL,ADVISORY,RESOLVED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,78
ALT-2026-00307,29,Sivaganga,2025-01-18 03:48:42,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Sivaganga jurisdiction.,71
ALT-2026-00308,7,Erode,2026-04-20 19:23:50,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Erode jurisdiction.,88
ALT-2026-00309,7,Erode,2025-09-14 20:57:04,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Erode jurisdiction.,84
ALT-2026-00310,6,Tirunelveli,2026-03-26 23:27:38,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tirunelveli jurisdiction.,80
ALT-2026-00311,23,Namakkal,2024-12-22 08:34:21,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,75
ALT-2026-00312,13,Thoothukudi,2025-09-13 01:56:35,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,66
ALT-2026-00313,22,Dharmapuri,2026-01-06 08:22:09,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,90
ALT-2026-00314,23,Namakkal,2026-05-28 18:32:00,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,86
ALT-2026-00315,10,Krishnagiri,2025-01-27 07:15:24,RAPID_INCREASE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Krishnagiri jurisdiction.,91
ALT-2026-00316,34,Nagapattinam,2025-07-29 03:09:43,RAPID_INCREASE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,95
ALT-2026-00317,13,Thoothukudi,2026-06-21 14:47:49,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,81
ALT-2026-00318,35,Mayiladuthurai,2025-09-06 13:52:58,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,92
ALT-2026-00319,13,Thoothukudi,2024-11-23 05:36:47,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thoothukudi jurisdiction.,80
ALT-2026-00320,3,Madurai,2026-01-09 15:32:10,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Madurai jurisdiction.,77
ALT-2026-00321,14,Kanniyakumari,2024-10-20 19:54:17,DATA_ANOMALY,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,95
ALT-2026-00322,17,Chengalpattu,2025-11-13 00:02:10,DATA_ANOMALY,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,90
ALT-2026-00323,1,Chennai,2025-12-13 21:19:15,DATA_ANOMALY,MEDIUM,RESOLVED,Statistically significant pattern change observed in Chennai jurisdiction.,69
ALT-2026-00324,12,Thanjavur,2024-09-19 12:35:56,HIGH_RISK_LOW_CONFIDENCE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thanjavur jurisdiction.,80
ALT-2026-00325,5,Tiruchirappalli,2025-04-25 09:33:25,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,73
ALT-2026-00326,13,Thoothukudi,2025-12-21 12:28:11,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,74
ALT-2026-00327,8,Tiruppur,2025-09-30 16:25:48,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruppur jurisdiction.,75
ALT-2026-00328,29,Sivaganga,2025-07-18 05:38:47,CORRIDOR_SURGE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Sivaganga jurisdiction.,70
ALT-2026-00329,24,Nilgiris,2026-02-24 09:03:28,EMERGING_ZONE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,91
ALT-2026-00330,16,Kancheepuram,2025-02-06 16:52:09,EMERGING_ZONE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,65
ALT-2026-00331,18,Tiruvallur,2025-03-01 09:56:18,RAPID_INCREASE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,88
ALT-2026-00332,13,Thoothukudi,2025-01-04 00:02:31,DATA_ANOMALY,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thoothukudi jurisdiction.,93
ALT-2026-00333,32,Theni,2026-05-30 20:40:49,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Theni jurisdiction.,96
ALT-2026-00334,19,Cuddalore,2026-02-16 00:14:59,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Cuddalore jurisdiction.,80
ALT-2026-00335,17,Chengalpattu,2026-04-18 05:49:28,CORRIDOR_SURGE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,70
ALT-2026-00336,19,Cuddalore,2026-07-19 22:29:15,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,77
ALT-2026-00337,28,Pudukkottai,2025-02-13 17:43:41,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,87
ALT-2026-00338,23,Namakkal,2026-07-30 23:55:18,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Namakkal jurisdiction.,81
ALT-2026-00339,37,Tirupathur,2025-12-27 21:18:40,HIGH_RISK_LOW_CONFIDENCE,HIGH,RESOLVED,Statistically significant pattern change observed in Tirupathur jurisdiction.,65
ALT-2026-00340,36,Ranipet,2026-03-27 23:22:22,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Ranipet jurisdiction.,81
ALT-2026-00341,11,Dindigul,2025-06-27 14:28:12,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,74
ALT-2026-00342,11,Dindigul,2026-04-25 23:15:43,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Dindigul jurisdiction.,71
ALT-2026-00343,24,Nilgiris,2026-01-14 06:31:43,DATA_ANOMALY,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Nilgiris jurisdiction.,85
ALT-2026-00344,5,Tiruchirappalli,2024-12-04 19:36:09,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,73
ALT-2026-00345,21,Kallakurichi,2025-08-02 21:55:48,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,87
ALT-2026-00346,9,Vellore,2025-08-31 07:58:53,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Vellore jurisdiction.,74
ALT-2026-00347,23,Namakkal,2025-01-23 18:18:12,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Namakkal jurisdiction.,95
ALT-2026-00348,21,Kallakurichi,2025-04-17 05:31:24,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,90
ALT-2026-00349,3,Madurai,2024-11-22 13:55:02,DATA_ANOMALY,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Madurai jurisdiction.,79
ALT-2026-00350,28,Pudukkottai,2025-11-11 15:27:52,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,88
ALT-2026-00351,17,Chengalpattu,2024-09-23 00:46:00,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Chengalpattu jurisdiction.,81
ALT-2026-00352,5,Tiruchirappalli,2024-11-30 22:36:46,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,69
ALT-2026-00353,14,Kanniyakumari,2025-08-07 10:28:56,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,67
ALT-2026-00354,2,Coimbatore,2024-12-31 09:43:32,EMERGING_ZONE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Coimbatore jurisdiction.,92
ALT-2026-00355,24,Nilgiris,2025-03-20 21:28:54,DATA_ANOMALY,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,84
ALT-2026-00356,31,Virudhunagar,2026-02-06 22:01:06,RAPID_INCREASE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,77
ALT-2026-00357,7,Erode,2026-05-31 08:36:56,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Erode jurisdiction.,74
ALT-2026-00358,38,Tiruvannamalai,2025-05-01 05:34:01,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,68
ALT-2026-00359,4,Salem,2025-10-12 13:04:27,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,90
ALT-2026-00360,16,Kancheepuram,2024-10-17 22:00:07,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,95
ALT-2026-00361,17,Chengalpattu,2026-08-08 19:11:13,DATA_ANOMALY,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,68
ALT-2026-00362,36,Ranipet,2025-06-22 04:21:24,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ranipet jurisdiction.,74
ALT-2026-00363,15,Tenkasi,2025-08-06 16:27:57,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tenkasi jurisdiction.,77
ALT-2026-00364,25,Karur,2025-07-14 16:38:32,CORRIDOR_SURGE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Karur jurisdiction.,85
ALT-2026-00365,28,Pudukkottai,2025-11-14 05:08:44,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,69
ALT-2026-00366,35,Mayiladuthurai,2026-03-25 04:35:26,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,84
ALT-2026-00367,5,Tiruchirappalli,2026-06-09 13:03:17,CORRIDOR_SURGE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,71
ALT-2026-00368,22,Dharmapuri,2025-04-24 06:19:09,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dharmapuri jurisdiction.,89
ALT-2026-00369,10,Krishnagiri,2025-12-01 15:34:49,DATA_ANOMALY,HIGH,RESOLVED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,72
ALT-2026-00370,33,Thiruvarur,2025-11-18 18:34:06,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,84
ALT-2026-00371,10,Krishnagiri,2025-04-11 08:54:43,RAPID_INCREASE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,90
ALT-2026-00372,11,Dindigul,2026-05-06 22:19:56,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dindigul jurisdiction.,74
ALT-2026-00373,11,Dindigul,2025-12-20 14:03:57,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,79
ALT-2026-00374,31,Virudhunagar,2025-08-10 17:31:39,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Virudhunagar jurisdiction.,65
ALT-2026-00375,20,Viluppuram,2025-12-12 21:20:55,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Viluppuram jurisdiction.,81
ALT-2026-00376,13,Thoothukudi,2025-08-22 13:31:43,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,95
ALT-2026-00377,15,Tenkasi,2026-07-19 02:44:24,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tenkasi jurisdiction.,90
ALT-2026-00378,22,Dharmapuri,2025-02-20 09:25:23,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,81
ALT-2026-00379,1,Chennai,2026-04-20 16:00:35,DATA_ANOMALY,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chennai jurisdiction.,84
ALT-2026-00380,12,Thanjavur,2025-11-12 05:20:23,DATA_ANOMALY,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thanjavur jurisdiction.,94
ALT-2026-00381,16,Kancheepuram,2025-05-12 13:00:48,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kancheepuram jurisdiction.,95
ALT-2026-00382,36,Ranipet,2026-07-07 05:08:17,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ranipet jurisdiction.,96
ALT-2026-00383,26,Ariyalur,2025-08-09 01:16:34,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Ariyalur jurisdiction.,94
ALT-2026-00384,15,Tenkasi,2024-09-30 16:16:58,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tenkasi jurisdiction.,96
ALT-2026-00385,13,Thoothukudi,2024-12-19 14:53:56,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,68
ALT-2026-00386,31,Virudhunagar,2026-01-07 15:43:00,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,70
ALT-2026-00387,32,Theni,2026-08-07 05:41:01,EMERGING_ZONE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Theni jurisdiction.,72
ALT-2026-00388,10,Krishnagiri,2025-06-15 23:20:26,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,90
ALT-2026-00389,16,Kancheepuram,2026-06-18 01:25:20,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,76
ALT-2026-00390,9,Vellore,2026-04-02 02:16:19,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Vellore jurisdiction.,81
ALT-2026-00391,31,Virudhunagar,2026-08-09 09:14:20,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Virudhunagar jurisdiction.,74
ALT-2026-00392,12,Thanjavur,2026-08-15 12:25:26,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thanjavur jurisdiction.,94
ALT-2026-00393,25,Karur,2025-01-13 12:04:42,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Karur jurisdiction.,95
ALT-2026-00394,2,Coimbatore,2025-12-16 16:59:07,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Coimbatore jurisdiction.,77
ALT-2026-00395,7,Erode,2024-11-01 13:14:15,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Erode jurisdiction.,85
ALT-2026-00396,17,Chengalpattu,2026-04-23 15:14:51,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,80
ALT-2026-00397,35,Mayiladuthurai,2025-03-22 12:08:36,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,96
ALT-2026-00398,35,Mayiladuthurai,2026-06-18 14:40:07,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,96
ALT-2026-00399,31,Virudhunagar,2024-11-15 18:57:54,NEW_SIGNAL,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,92
ALT-2026-00400,17,Chengalpattu,2025-06-28 22:27:44,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,82
ALT-2026-00401,20,Viluppuram,2025-06-27 02:34:10,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Viluppuram jurisdiction.,69
ALT-2026-00402,12,Thanjavur,2026-05-19 08:40:22,NEW_SIGNAL,HIGH,RESOLVED,Statistically significant pattern change observed in Thanjavur jurisdiction.,77
ALT-2026-00403,31,Virudhunagar,2024-12-28 05:13:20,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,88
ALT-2026-00404,27,Perambalur,2025-10-10 22:11:51,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Perambalur jurisdiction.,74
ALT-2026-00405,27,Perambalur,2025-12-13 09:09:42,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,71
ALT-2026-00406,12,Thanjavur,2026-07-29 12:25:58,DATA_ANOMALY,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thanjavur jurisdiction.,80
ALT-2026-00407,31,Virudhunagar,2025-01-03 19:11:35,RAPID_INCREASE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,83
ALT-2026-00408,27,Perambalur,2026-04-28 17:35:59,RAPID_INCREASE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,68
ALT-2026-00409,17,Chengalpattu,2026-02-11 02:27:14,RAPID_INCREASE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,82
ALT-2026-00410,24,Nilgiris,2025-12-11 21:20:23,DATA_ANOMALY,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Nilgiris jurisdiction.,72
ALT-2026-00411,20,Viluppuram,2025-06-16 06:52:50,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Viluppuram jurisdiction.,73
ALT-2026-00412,24,Nilgiris,2026-04-01 19:38:24,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Nilgiris jurisdiction.,85
ALT-2026-00413,36,Ranipet,2025-01-11 10:26:03,NEW_SIGNAL,ADVISORY,RESOLVED,Statistically significant pattern change observed in Ranipet jurisdiction.,82
ALT-2026-00414,11,Dindigul,2025-09-14 15:45:34,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,74
ALT-2026-00415,23,Namakkal,2026-03-10 15:23:40,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,75
ALT-2026-00416,17,Chengalpattu,2025-11-29 19:34:50,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,80
ALT-2026-00417,6,Tirunelveli,2025-01-26 17:53:36,RAPID_INCREASE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,88
ALT-2026-00418,17,Chengalpattu,2025-04-20 16:50:18,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,76
ALT-2026-00419,13,Thoothukudi,2026-07-15 09:01:46,EMERGING_ZONE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,92
ALT-2026-00420,35,Mayiladuthurai,2025-10-31 11:09:49,DATA_ANOMALY,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,94
ALT-2026-00421,14,Kanniyakumari,2026-05-21 22:50:19,CORRIDOR_SURGE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,81
ALT-2026-00422,11,Dindigul,2025-05-23 09:27:18,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dindigul jurisdiction.,93
ALT-2026-00423,35,Mayiladuthurai,2024-11-21 23:36:42,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,80
ALT-2026-00424,22,Dharmapuri,2026-04-04 10:42:52,CORRIDOR_SURGE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,70
ALT-2026-00425,11,Dindigul,2024-12-13 02:53:09,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dindigul jurisdiction.,76
ALT-2026-00426,11,Dindigul,2024-12-24 19:23:51,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dindigul jurisdiction.,76
ALT-2026-00427,15,Tenkasi,2024-11-03 04:29:43,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tenkasi jurisdiction.,66
ALT-2026-00428,32,Theni,2025-10-22 23:23:02,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Theni jurisdiction.,80
ALT-2026-00429,36,Ranipet,2025-02-20 21:09:45,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ranipet jurisdiction.,68
ALT-2026-00430,28,Pudukkottai,2026-06-10 00:39:04,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,90
ALT-2026-00431,2,Coimbatore,2024-10-19 14:46:49,CORRIDOR_SURGE,HIGH,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,75
ALT-2026-00432,15,Tenkasi,2026-06-09 22:46:45,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tenkasi jurisdiction.,88
ALT-2026-00433,19,Cuddalore,2024-11-10 11:22:33,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Cuddalore jurisdiction.,70
ALT-2026-00434,23,Namakkal,2025-06-24 03:27:18,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,89
ALT-2026-00435,26,Ariyalur,2026-04-29 08:58:25,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ariyalur jurisdiction.,66
ALT-2026-00436,35,Mayiladuthurai,2025-02-28 17:48:47,RAPID_INCREASE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,91
ALT-2026-00437,30,Ramanathapuram,2025-10-18 17:26:03,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,73
ALT-2026-00438,7,Erode,2025-08-13 07:56:15,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Erode jurisdiction.,86
ALT-2026-00439,38,Tiruvannamalai,2024-12-29 23:06:49,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,67
